title,adult,genre,id,language,plot,release_date,imdb_score,imdb_id,cast,directors,movie_duration
Faraib,False,"Drama, Thriller",603052,hi,Vicky loves Meena. He cheats her and she commits suicide. Finally she comes back for avenge.,1983-08-19,0.0,tt0361601,"['Mithun Chakraborty', 'Ranjeeta Kaur', 'Shreeram Lagoo']",['Rajat Rakshit'],2h 11m
Ardh Satya,False,"Drama, Crime",103073,hi,"A newly appointed police rookie deals with corruption, romance, and brutality.",1983-08-19,6.893,tt0085178,"['Dilip Chitre', 'Vasant Dev', 'D.A. Panvalkar']",['Govind Nihalani'],2h 10m
Ek Jaan Hain Hum,False,"Family, Romance",529630,hi,"Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.",1983-09-16,5.0,tt0379272,"['Rakesh Bedi', 'Avtar Gill', 'Gulshan Grover']",['Rajiv Mehra'],2h 31m
Achha Bura,False,Drama,543936,hi,"Shekhar and Birsingh are bosom pals. They come to stay at a small chawl where an angry woman confronts them. But when their hatred turns into love and oneness they form a sister-brother relationship, willing to lay down their lives for each other. On the other side, there are two lovers – Ravi and Rita. Shekhar and Birsingh are also strangely related to Rita.",1983-09-17,0.0,tt0244380,"['Sachin Bhowmick', 'D.N. Mukherjee', 'Hrishikesh Mukherjee']",['Hrishikesh Mukherjee'],
Hum Se Hai Zamana,False,Action,319826,hi,"Years after the wealthy Thakur (Kamal Kapoor) had one of his employees killed for protesting unsatisfactory working conditions, the victim's sons return with their widowed mother to seek justice. Meanwhile, Thakur's daughter Nisha refuses to marry the man her father has picked out for her and has instead fallen in love with one of the vengeful sons. Mithun Chakraborty, Zeenat Aman and Danny Denzongpa co-star.",1983-09-23,7.0,tt0268373,"['Mithun Chakraborty', 'Zeenat Aman', 'Danny Denzongpa']",['Deepak Bahry'],1h 59m
Bade Dil Wala,False,"Action, Drama, Crime",104065,hi,Amrit's generosity and kindness initially lands him in the bad books of a dancer; then in prison; and then as false son-in-law of a very wealthy man.,1983-09-24,6.5,tt0317117,"['Gulshan Nanda', 'C.J. Pavri', 'Rahi Masoom Reza']",['Bhappi Sonie'],2h 26m
Mujhe Insaaf Chahiye,False,Drama,823624,hi,"Suresh, the son of a wealthy lawyer, refuses to acknowledge his girlfriend Malati's child as his own. Malati hires a lawyer who fights for her rights and takes Suresh to court.",1983-09-25,8.5,tt0260207,"['Rati Agnihotri', 'Mithun Chakraborty', 'Rekha']",['Rama Rao Tatineni'],2h 13m
Sweekar Kiya Maine,False,"Comedy, Drama",304656,hi,"Gopika Sharma lives a middle-classed lifestyle along with her widowed mother in Bangalore. She expresses a desire to sing and is encouraged by her maternal uncle, Dubey, who takes her with him to Bombay along with her maid, Lajjo. Once there, they are molested and Dubey goes missing. They then attempt to find a decent place to live, and after many frustrations make an agreement with a single male, Kishankumar Shukla, who poses as Gopika's husband, and move into an apartment owned by Lala Dhaniram.",1983-09-30,6.5,tt0364688,"['Raj Joshi', 'Mukhram Sharma', 'Jyoti Swaroop']",['Zaheer D. Lari'],
Dhrupad,False,"Documentary, Music",136050,hi,"A documentary story told through images, poetry and the Dhrupad, a vocal genre in Hindustani classical music, said to be the oldest still in use in that musical tradition.",1983-10-04,6.8,tt0085436,"['Fariduddin Dagar', 'Zia Mohiyuddin Dagar']",['Mani Kaul'],
Doosri Dulhan,False,"Drama, Family",938083,hi,"Renu and her husband, Anil, are devastated when she cannot bear children after a miscarriage. But soon, he visits a brothel and asks young Chanda to carry and give birth to a baby for his family.",1983-10-14,10.0,tt0361532,['Anil Barve'],['Lekh Tandon'],2h 33m
Mazdoor,False,"Drama, Romance",307577,hi,A laborer-turned-businessman faces challenges after the marriage of his children.,1983-10-14,5.0,tt0158768,"['Satish Bhatnagar', 'C.J. Pavri']",['Ravi Chopra'],
Coolie,False,"Action, Comedy, Drama",25505,hi,"Zafar's obsession with Salma causes the destruction of her family and her mental breakdown. Years later, fate unites her sons, Iqbal and Sunny, and they set out to save Salma from Zafar's captivity.",1983-12-02,6.548,tt0085361,"['K.K. Shukla', 'Kader Khan', 'Prayag Raj']","['Manmohan Desai', 'Prayag Raj']",2h 57m
Main Awara Hoon,False,"Drama, Family",627037,hi,"Widowed Dinanath Kumar lives a poor lifestyle in Poona with two sons, Rajeev & Sanjeev; daughter, Payal; and widowed sister, Kalawanti. He has great hopes for Rajeev who he has got educated, but is very disappointed with Sanjeev, who works as a Garage Mechanic with Tahir Khan, and is always disruptive and in trouble. Matters rise to such an extend that the Police arrest Sanjeev for setting fire to the house of Premnath and nearly killing him.",1983-12-09,4.0,tt0361869,"['Gulshan Nanda', 'Rahi Masoom Reza']",['Ashim S. Samanta'],2h 28m
Kalakaar,False,"Drama, Music",413911,hi,Poor and orphan Ravi Kumar is gifted with good singing attributes. He meets wealthy Radha Khanna and with her recommendation he lands his first singing assignment and this takes him to the way of stardom. Soon Radha starts to witness changes in Ravi's behavior towards her; which makes them split up. Unknown to Radha that Ravi has been diagnosed with cancer and does not have long to live.,1983-12-09,0.0,tt0187195,"['Kunal Goswami', 'Sridevi', 'Rakesh Bedi']",['P. Sambasiva Rao'],2h 24m
Hero,False,Romance,62803,hi,"Hero is the story of a criminal transforming and evolving as a good person under the influence of love. Jackie is a baddie with a heart of gold though, who has to settle scores with the area's 'Thakur' and his police officer son Sanjeev Kumar. So he opts for kidnapping their soft spot, Radha, Thakur khandaan's only daughter. Radha is given to understand that Jackie and his gang are police people who have taken her away to the safety of jungles because their house has been invaded by dacoits. The rest of the story is about the gang's camaraderie with Radha in sylvan spots and the discovery of truth by Radha.",1983-12-16,7.3,tt0123102,"['Mukta Ghai', 'Subhash Ghai', 'Ram Kelkar']",['Subhash Ghai'],2h 53m
Kissi Se Na Kehna,False,Comedy,54255,hi,"Kailashpati is a widower, and father of an only son, Ramesh. He feels that his son has come of age, and must get married. He goes to see a number of young ladies for him, but is disappointed with them, as he feels they are too modern, speak English, and listen to foreign music. He feels that Ramesh will be better off marrying a non-English speaking lady, preferably from a small village. But the predicament of Ramesh is that he is already in love with Ramola, a very well qualified, English speaking Doctor, and he knows fully well that she will not be approved by his dad. So Ramesh, Ramola and Lalaji concocts a plot, making Ramola masquerade as a naive, non-English speaking village belle, with hilarious and unpredictable results.",1983-12-30,6.2,tt0244590,"['Sachin Bhowmick', 'D.N. Mukherjee', 'Rahi Masoom Reza']",['Hrishikesh Mukherjee'],2h 20m
Hip Hip Hurray,False,Drama,170990,hi,"A computer engineer, Sandeep Chowdhary waiting to start his first job, takes up a temporary job as sports instructor in a school at Ranchi",1983-12-31,0.0,tt0230294,['Gulzar'],['Prakash Jha'],
Sharara,False,Action,1166986,hi,"The film is about Colonel Dharam Veer Singh Pathan, who is a highly ranked military officer.  He is in charge of keeping a military secret document save. On the other hand there are traitors who want to steal the secret document and sell it to foreigners. Vicky is part of gang who want to steal the secret document and constructs a plan for stealing the secret document.  Sharara is an action film starring Raaj Kumar, Hema Malini in a double role, Shatrughan  Sinha  and Mithun Chakraborty in friendly appearance , Tina Munim, Amjad Khan and Ranjeet. Actress Hema Malini is understood to have produced the film. The title song of the film was very popular when released. The film received positive reviews at the time of its release mainly due to the star-studded cast and great acting performances by the stars.",1984-01-01,0.0,tt0313596,"['Raaj Kumar', 'Hema Malini', 'Shatrughan Sinha']",['S.V. Rajendra Singh Babu'],
Shapath,False,Action,922694,hi,"The Commissioner of Police is impressed with the diligence and bravery by one of his officers named Vijay, and asks him to re-locate to a lawless town by the name of Shona Pur, which Vijay accepts. He arrives there incognito, and is faced with several challenges, including lackadaisical policemen, who have never arrested anyone. He sets out to put things right. He meets with a young woman by the name of Shanti, who is on the look-out for buried treasure. Vijay and Shanti both fall in love with each other, and both set out to locate this treasure. In order to do this they will have to go through underground caverns, snake-pits, and a gang of thieves who are known to kill anyone who get in their way.",1984-01-01,0.0,tt0246229,"['Raj Babbar', 'Smita Patil', 'Ranjeet Bedi']",['Ravikant Nagaich'],2h 8m
Raktha Bandhan,False,"Action, Comedy, Crime, Drama",912013,hi,"Chandan is found dead by his twin brother Trishul, who is a dacoit. In a bid to turn a new leaf and leave the criminal life behind, Trishul assumes his brother's identity.",1984-01-01,0.0,tt0359875,"['Rati Agnihotri', 'Birbal', 'Mithun Chakraborty']",['Rajat Rakshit'],2h 6m
Seepeeyan,False,Drama,872873,hi,"A woman plunges into a river after her boyfriend refused to marry her, but is saved by another man of inferior caste whom she marries.",1984-01-01,0.0,tt2784992,['R.N. Pandey'],['Akash M Jain'],
Anand aur Anand,False,"Drama, Family, Romance",826709,hi,"Arun and his wife have been married for several years, but struggle to conceive. Then Arun has an extramarital affair and his lover gets pregnant.",1984-01-01,3.5,tt0154143,['Suraj Sanim'],['Dev Anand'],
Bandh Honth,False,Drama,683182,hi,A community must unite to fight injustice,1984-01-01,9.667,tt1523412,"['Utpal Dutt', 'Shashi Kapoor', 'Anita Advani']",['Raj Marbros'],
Maati Maangey Khoon,False,Drama,618985,hi,"As far as he can remember Harinarain Singh alias Hariya has no knowledge of his birth, parents nor of a family home. During a skirmish with some of Thakur Balram Singh's hoodlums, he lies unconscious at the entrance of a temple with the Poojary in attendance, and an elderly unhinged woman praying to God for his sake. When he wakes, the Poojary tells him that the woman, known as ""Pagli"" (madwoman) is his very own mother, his father was a farmer, Ram Singh, who died of shock when his land was taken away by Balram and his men. Shortly thereafter Pagli passes away, and Hariya swears to take back his land from Balram. A wily Balram transfer this land in his nephew, Balraj's name, who is known to be a close friend of Hariya's with hopes of creating a misunderstanding between the two friends. When Balraj returns home he accepts this land from his uncle and decides to oppose Hariya with all his might, especially when he finds out that the love of his life, Sharda, is living with Hariya.",1984-01-01,0.0,tt0232018,"['Shatrughan Sinha', 'Rekha', 'Raj Babbar']",['Raj Khosla'],
Akalmand,False,"Comedy, Romance, Thriller",495807,hi,"Tamil-speaking Priya and Punjabi-speaking Dr. Kiran meet and fall in love with each other, and get married. Kiran likes to drink and likes the company of women, Priya is aware of this and always suspects him of having an affair. When Shobha decides to go for a vacation to her parents' house, Kiran meets with a dancer/singer, Lulu, spends the night with her, and wakes up next morning to find her dead body. Fearing that the Police will arrest him, and his wife will leave him, he disposes off the body off of a bridge into a river, and returns home to try and lead a normal life. When the Police find Lulu's body, they discover that she had taken a taxi to Kiran's house on the night of her death. It looks like Kiran may have to face the consequences of being arrested and his wife leaving him.",1984-01-01,0.0,tt0186806,"['N.S. Raj Bharath', 'Kader Khan']",['N.S. Raj Bharath'],
